ticket_id,ai_suggested_reason,ai_theme,ai_confidence,ai_evidence_quote,ai_model,ai_run_id
TK-241320,LOST-TRANSIT,transit_lost,n/a (rules),x 3. Refund initiated as lost in transit. Refunded. rplc request,rules-baseline-v2,rules:note
TK-241323,RETURN-QC-OK,return_qc,n/a (rules),Customer states refund pending. chk reverse pickup QC s,rules-baseline-v2,rules:note
TK-241330,DUP-PAYMENT,payment_failure,n/a (rules),Refunded Rs 399. Issue: failed order after payment. Confirmed w/ payment ga,rules-baseline-v2,rules:note
TK-241333,CANCEL,customer_cancellation,n/a (rules),re: cancel order | cancelled before dis,rules-baseline-v2,rules:note
TK-241342,LOST-TRANSIT,transit_lost,n/a (rules),cx states shipment not rcvd. Raised ticket w/ courie,rules-baseline-v2,rules:note
TK-241350,PRICE-ADJ,pricing_coupon,n/a (rules),"coupoon not applied. chk coupon validity. rfnd approved,",rules-baseline-v2,rules:note
TK-241357,DOA-REPL,transit_damage,n/a (rules),"ticket raised for transit damage. photos rcvd, damage con",rules-baseline-v2,rules:note
TK-241361,CANCEL,customer_cancellation,n/a (rules),1. ord cancellation 2. checked shipment stat,rules-baseline-v2,rules:note
TK-241364,DUP-PAYMENT,payment_failure,n/a (rules),cx states double charge. checked pg for duplicat,rules-baseline-v2,rules:note
TK-241376,RETURN-QC-OK,return_qc,n/a (rules),1. refund delay 2. chk refund status on,rules-baseline-v2,rules:note
TK-241391,LOST-TRANSIT,transit_lost,n/a (rules),reported: shipment not rcvd. raised ticket w/ crr pa,rules-baseline-v2,rules:note
TK-241398,WTY-BUYBACK,connectivity_firmware,n/a (rules),cx: connection dropping | advised to test in,rules-baseline-v2,rules:note
TK-241402,CANCEL,customer_cancellation,n/a (rules),"rdered the wrong colour, don't ship it pls reply",rules-baseline-v2,rules:message
TK-241404,DUP-PAYMENT,payment_failure,n/a (rules),"re: payment debited, no order | asked for utr -> ref",rules-baseline-v2,rules:note
TK-241415,RETURN-QC-OK,return_qc,n/a (rules),cx states pickup not done. Re-raised pickup w/ cou,rules-baseline-v2,rules:note
TK-241421,DUP-PAYMENT,payment_failure,n/a (rules),1. failed order after payment 2. asked for utr 3. rfnd,rules-baseline-v2,rules:note
TK-241436,RETURN-QC-OK,return_qc,n/a (rules),Cx says refund delay. chk reffund sttaus on P,rules-baseline-v2,rules:note
TK-241437,CANCEL,customer_cancellation,n/a (rules),cx states cancel order. chk shipment status.,rules-baseline-v2,rules:note
TK-241445,RETURN-QC-OK,return_qc,n/a (rules),refunded rs 5524. issue: rfnd not credited. chk rfnd status on pg.,rules-baseline-v2,rules:note
TK-241452,GW-OTHER,service_recovery,n/a (rules),"also raised replacement, cx was very upset.",rules-baseline-v2,rules:note
TK-241466,WTY-BUYBACK,hardware_fault,n/a (rules),Cx sayys left earbud not taking charge. Confirmed FW 1.4.1. Rep,rules-baseline-v2,rules:note
TK-241468,CANCEL,customer_cancellation,high,"my son ordered this without asking, please reverse",claude-opus-5,tier2
TK-241475,LOST-TRANSIT,transit_lost,high,ticket raised for ord not delivered,claude-opus-5,tier2
TK-241476,DOA-REPL,transit_damage,n/a (rules),"Ticket raised for transit damage. Photos received, damage",rules-baseline-v2,rules:note
TK-241477,CANCEL,customer_cancellation,n/a (rules),Refunded Rs 800. Issue: cancel ord. Cancelled before dispat,rules-baseline-v2,rules:note
TK-241493,RETURN-QC-OK,return_qc,n/a (rules),Contact re reverse pickup pending. chk pickkup AWB,rules-baseline-v2,rules:note
TK-241507,RETURN-QC-OK,return_qc,n/a (rules),cx states rfnd not credited. chk rfnd status on PG.,rules-baseline-v2,rules:note
TK-241529,RETURN-QC-OK,return_qc,n/a (rules),the return was accepted but the amount is nowher,rules-baseline-v2,rules:message
TK-241540,RETURN-QC-OK,return_qc,n/a (rules),1. Refund delay 2. Checked reverse pkp Q,rules-baseline-v2,rules:note
TK-241558,CANCEL,customer_cancellation,n/a (rules),1. order cancellation 2. chk shipment status 3,rules-baseline-v2,rules:note
TK-241559,DOA-REPL,transit_damage,n/a (rules),"ement dispatched. Issue: damaged in transit. Photos received, damage",rules-baseline-v2,rules:note
TK-241568,RETURN-QC-OK,return_qc,n/a (rules),1. rfnd pending 2. Checked reverse picku,rules-baseline-v2,rules:note
TK-241575,RETURN-QC-OK,return_qc,n/a (rules),ckup as goodwill. issue: pickup not done. checked pickup awb. | r,rules-baseline-v2,rules:note
TK-241634,RETURN-QC-OK,return_qc,n/a (rules),Contact re pkp missed. Re-raised pkp with crr.,rules-baseline-v2,rules:note
TK-241644,RETURN-QC-OK,return_qc,n/a (rules),cx: pkp not done | chk pkp awb -> rfnd of,rules-baseline-v2,rules:note
TK-241646,DUP-PAYMENT,payment_failure,high,"paid once, statement disagrees",claude-opus-5,tier2
TK-241671,RETURN-QC-OK,return_qc,n/a (rules),1. Refund not credited 2. Checked reverse picku,rules-baseline-v2,rules:note
TK-241675,WTY-BUYBACK,connectivity_firmware,n/a (rules),Cx reported device not discoverable. Walked through forg,rules-baseline-v2,rules:note
TK-241676,RETURN-QC-OK,return_qc,n/a (rules),re: refund delay | checked reverse pickup,rules-baseline-v2,rules:note
TK-241686,RETURN-QC-OK,return_qc,n/a (rules),processed (6174). issue: refund not credited. chk refund status on pg,rules-baseline-v2,rules:note
TK-241688,WTY-BUYBACK,connectivity_firmware,n/a (rules),"advised fw update via app, resolved. issue",rules-baseline-v2,rules:note
TK-241690,RETURN-QC-OK,return_qc,n/a (rules),tiated to source. issue: refund not credited. chk refund status on pg,rules-baseline-v2,rules:note
TK-241703,DUP-PAYMENT,payment_failure,n/a (rules),"Cx reported payment debited, no ord. Asked for UTR. rfnd app",rules-baseline-v2,rules:note
TK-241705,RETURN-QC-OK,return_qc,n/a (rules),Customer reached out - pkp not done. Re-raised pkp with cour,rules-baseline-v2,rules:note
TK-241708,DUP-PAYMENT,payment_failure,n/a (rules),cx: failed order after payment | checked pg dashboard f,rules-baseline-v2,rules:note
TK-241711,DUP-PAYMENT,payment_failure,n/a (rules),1. duplicate payment 2. checked pg for duplic,rules-baseline-v2,rules:note
TK-241714,CANCEL,customer_cancellation,n/a (rules),tiated to source. issue: cancel order. cancelled before disp,rules-baseline-v2,rules:note
TK-241721,CANCEL,customer_cancellation,n/a (rules),Cx says cancel ord. chk shipment status. rf,rules-baseline-v2,rules:note
TK-241723,PRICE-ADJ,pricing_coupon,n/a (rules),Cust contacted re pormo code invalid. chk cart eligib,rules-baseline-v2,rules:note
TK-241724,RETURN-QC-OK,return_qc,n/a (rules),cx reached out - pkp missed. chk pkp awb. xfer to em,rules-baseline-v2,rules:note
TK-241726,RETURN-QC-OK,return_qc,n/a (rules),refunded rs 1529. issue: refund not credited. checked reverse pkp qc,rules-baseline-v2,rules:note
TK-241735,RETURN-QC-OK,return_qc,n/a (rules),helo where is the money for the return,rules-baseline-v2,rules:message
TK-241749,WTY-BUYBACK,hardware_fault,n/a (rules),issue: no audio one side | walked through reset -,rules-baseline-v2,rules:note
TK-241755,WTY-BUYBACK,hardware_fault,n/a (rules),issue: unresponsive display | asked for video -> rep,rules-baseline-v2,rules:note
TK-241768,RETURN-QC-OK,return_qc,n/a (rules),Contaact re refund not credited. chk refund status on PG,rules-baseline-v2,rules:note
TK-241775,RETURN-QC-OK,return_qc,n/a (rules),Reported: rfnd pending. chk rfnd status on PG.,rules-baseline-v2,rules:note
TK-241779,RETURN-QC-OK,return_qc,n/a (rules),Cx says reverse pickup pending. Checked pickup,rules-baseline-v2,rules:note
TK-241786,DUP-PAYMENT,payment_failure,n/a (rules),Cust contacted re double charge. Checked PG for duplicat,rules-baseline-v2,rules:note
TK-241788,RETURN-QC-OK,return_qc,n/a (rules),1. refund not credited 2. checked reverse pkp q,rules-baseline-v2,rules:note
TK-241789,CANCEL,customer_cancellation,n/a (rules),issue: cancel order | cancelled before dis,rules-baseline-v2,rules:note
TK-241790,PRICE-ADJ,pricing_coupon,n/a (rules),r VR888270. Yoru ad said 20% off and the cart says full p,rules-baseline-v2,rules:message
TK-241796,CANCEL,customer_cancellation,n/a (rules),1. Order cancellation 2. Cancelled before disp,rules-baseline-v2,rules:note
TK-241800,WTY-BUYBACK,connectivity_firmware,n/a (rules),processed (5199). Issue: unable to pair w/ phone. chk phone OS v,rules-baseline-v2,rules:note
TK-241806,WTY-BUYBACK,connectivity_firmware,n/a (rules),Cx reported pairing failure. Asked cx to reset th,rules-baseline-v2,rules:note
TK-241819,RETURN-QC-OK,return_qc,n/a (rules),1. Refund pending 2. Checked reverse pkp Q,rules-baseline-v2,rules:note
TK-241823,RETURN-QC-OK,return_qc,n/a (rules),reufnd pending. Chekced reverse pickup QC status. Refund of Rs,rules-baseline-v2,rules:note
TK-241826,RETURN-QC-OK,return_qc,n/a (rules),1. Refund pending 2. Checked refund status,rules-baseline-v2,rules:note
TK-241832,DUP-PAYMENT,payment_failure,n/a (rules),double paymeent deducted. VR908126,rules-baseline-v2,rules:message
TK-241845,RETURN-QC-OK,return_qc,n/a (rules),1. pkp missed 2. Checked pkp AWB 3. Fu,rules-baseline-v2,rules:note
TK-241851,WTY-BUYBACK,hardware_fault,n/a (rules),1. Warranty claim status 2. Followed,rules-baseline-v2,rules:note
TK-241857,CANCEL,customer_cancellation,n/a (rules),tiated to source. Issue: cancellation request. chk shipment status. -A,rules-baseline-v2,rules:note
TK-241863,RETURN-QC-OK,return_qc,n/a (rules),5-7 working days. issue: reverse pickup pending. re-raised picku,rules-baseline-v2,rules:note
TK-241868,DUP-PAYMENT,payment_failure,n/a (rules),1. duplicate payment 2. conf utrs 3. rfnd of,rules-baseline-v2,rules:note
TK-241869,DUP-PAYMENT,payment_failure,n/a (rules),customer reached out - duplicate payment. conf utrs. refund proce,rules-baseline-v2,rules:note
TK-241872,RETURN-QC-OK,return_qc,n/a (rules),1. Refund delay 2. chk refund status on,rules-baseline-v2,rules:note
TK-241876,DUP-PAYMENT,payment_failure,n/a (rules),il 29 Issue: payment was deducted but no order was created Tried: tried,rules-baseline-v2,rules:message
TK-241881,DUP-PAYMENT,payment_failure,n/a (rules),"1. payment debited, no order 2. confirmed with paym",rules-baseline-v2,rules:note
TK-241883,WTY-BUYBACK,hardware_fault,n/a (rules),re: battery draining fast | adv disabling,rules-baseline-v2,rules:note
TK-241885,DUP-PAYMENT,payment_failure,n/a (rules),ue: my bank says Rs 2499 went to you but your site says I have no orders Tried: waited 24 ,rules-baseline-v2,rules:message
TK-241897,WTY-BUYBACK,hardware_fault,n/a (rules),mic issue | checked mic permission,rules-baseline-v2,rules:note
TK-241903,PRICE-ADJ,pricing_coupon,n/a (rules),Reported: promo code invalid. chk coupon vali,rules-baseline-v2,rules:note
TK-241904,DOA-REPL,transit_damage,n/a (rules),"contact re damaged in transit. photos rcvd, damage con",rules-baseline-v2,rules:note
TK-241920,RETURN-QC-OK,return_qc,n/a (rules),5-7 working days. Issue: pkp not done. Checked pkp AWB. (SOP 5,rules-baseline-v2,rules:note
TK-241927,DUP-PAYMENT,payment_failure,n/a (rules),cust contacted re duplicate payment. chk pg for duplicate tx,rules-baseline-v2,rules:note
TK-241932,DUP-PAYMENT,payment_failure,n/a (rules),Contact re charged twice. chk PG for duplicate tx,rules-baseline-v2,rules:note
TK-241934,RETURN-QC-OK,return_qc,n/a (rules),Cx says rfnd not credited. chk reverse pickup QC s,rules-baseline-v2,rules:note
TK-241935,CANCEL,customer_cancellation,n/a (rules),processed (4749). Issue: cancellation request. chk shipment status. -A,rules-baseline-v2,rules:note
TK-241939,DUP-PAYMENT,payment_failure,n/a (rules),educted without ord. chk PG dashboard for txn. ord manually cr,rules-baseline-v2,rules:note
TK-241942,RETURN-QC-OK,return_qc,n/a (rules),cx states refund delay. chk refund status on pg,rules-baseline-v2,rules:note
TK-241943,RETURN-QC-OK,return_qc,n/a (rules),cx reached out - refund delay. Checked refund status o,rules-baseline-v2,rules:note
TK-241945,CANCEL,customer_cancellation,n/a (rules),contact re cancel order. cancelled before disp,rules-baseline-v2,rules:note
TK-241951,RETURN-QC-OK,return_qc,n/a (rules),refunded rs 5524. issue: pkp missed. chk pkp awb. ~Manish,rules-baseline-v2,rules:note
TK-241962,CANCEL,customer_cancellation,n/a (rules),processed (750). Issue: cancel order. Checked shipment stat,rules-baseline-v2,rules:note
TK-241993,DUP-PAYMENT,payment_failure,n/a (rules),1. amount deducted without order 2. confirmed with paym,rules-baseline-v2,rules:note
TK-242001,RETURN-QC-OK,return_qc,n/a (rules),refunded rs 1999. issue: refund pending. chk reverse pkp qc stat,rules-baseline-v2,rules:note
TK-242006,PRICE-ADJ,pricing_coupon,n/a (rules),processed (5599). issue: discount not applied. chk coupon validity. ~S,rules-baseline-v2,rules:note
TK-242013,RETURN-QC-OK,return_qc,n/a (rules),5-7 worknig days. Issue: refund not credited. Checked refund status o,rules-baseline-v2,rules:note
TK-242020,LOST-TRANSIT,transit_lost,n/a (rules),x 3. Refund initiated as lost in transit. -- Refunded Rs 5399 and,rules-baseline-v2,rules:note
TK-242021,LOST-TRANSIT,transit_lost,n/a (rules),tiated to source. Issue: delivery delayed. Raised ticket with cour,rules-baseline-v2,rules:note
TK-242025,CANCEL,customer_cancellation,n/a (rules),Refunded Rs 1170. Issue: ord cancellation. Cancelled before dispat,rules-baseline-v2,rules:note
TK-242030,WTY-BUYBACK,connectivity_firmware,n/a (rules),1. Device not discoverable 2. Walked through fo,rules-baseline-v2,rules:note
TK-242047,RETURN-QC-OK,return_qc,n/a (rules),5-7 working days. issue: reverse pickup pending. re-raised picku,rules-baseline-v2,rules:note
TK-242050,DUP-PAYMENT,payment_failure,n/a (rules),Cx says charged twice. cnf UTRs. rfnd of Rs 15,rules-baseline-v2,rules:note
TK-242052,GW-OTHER,service_recovery,n/a (rules),done & new unit sent as one-time gesture.,rules-baseline-v2,rules:note
TK-242055,GW-OTHER,service_recovery,high,"Re-pair successful, rslvd on chat. Both rfnd & rplc given as cx threatened social media",claude-opus-5,tier2
TK-242056,PRICE-ADJ,pricing_coupon,n/a (rules),1. promo code invalid 2. chk coupon va,rules-baseline-v2,rules:note
TK-242061,RETURN-QC-OK,return_qc,low,Refund not recieved yet. I emailed twice,claude-opus-5,tier2
TK-242067,CANCEL,customer_cancellation,n/a (rules),issue: ord cancellation | chk shipment status ->,rules-baseline-v2,rules:note
TK-242080,DUP-PAYMENT,payment_failure,n/a (rules),Cx says duplicate payment. conf UTRs. Refunded Rs,rules-baseline-v2,rules:note
TK-242100,DOA-REPL,transit_damage,n/a (rules),1. unit received damaged 2. chk wtih crr for dama,rules-baseline-v2,rules:note
TK-242101,PRICE-ADJ,pricing_coupon,n/a (rules),1. discount not applied 2. checked coupon validi,rules-baseline-v2,rules:note
TK-242105,CANCEL,customer_cancellation,n/a (rules),contact re cancellation request. cancelled before dispat,rules-baseline-v2,rules:note
TK-242112,CANCEL,customer_cancellation,n/a (rules),1. ord cancellation 2. cancelled before disp,rules-baseline-v2,rules:note
TK-242117,CANCEL,customer_cancellation,n/a (rules),Ticket raised for ord cancellation. Cancelled before dispat,rules-baseline-v2,rules:note
TK-242121,WTY-BUYBACK,hardware_fault,n/a (rules),e alive there?. I called service centre. Nothing changed. Very,rules-baseline-v2,rules:message
TK-242127,RETURN-QC-OK,return_qc,n/a (rules),5-7 working days. issue: refund not credited. chk reverse pickup qc s,rules-baseline-v2,rules:note
TK-242130,RETURN-QC-OK,return_qc,n/a (rules),Ticket raised for wrong item delivered. Raised with w,rules-baseline-v2,rules:note
TK-242131,DOA-REPL,transit_damage,n/a (rules),"5-7 working days. issue: transit damage. photos received, damage",rules-baseline-v2,rules:note
TK-242134,CANCEL,customer_cancellation,n/a (rules),tiated to source. Issue: cancel ord. Cancelled before dispat,rules-baseline-v2,rules:note
TK-242158,LOST-TRANSIT,transit_lost,n/a (rules),Reported: order not delivered. conf address w/ cx. Cou,rules-baseline-v2,rules:note
TK-242166,CANCEL,customer_cancellation,n/a (rules),contact re cancel ord. chk shipment status. re,rules-baseline-v2,rules:note
TK-242168,RETURN-QC-OK,return_qc,n/a (rules),refund reprocessed. issue: refund delay. ch,rules-baseline-v2,rules:note
TK-242174,DUP-PAYMENT,payment_failure,n/a (rules),Cx says amount deducted without ord. cnf w/ payment gateway.,rules-baseline-v2,rules:note
TK-242180,RETURN-QC-OK,return_qc,n/a (rules),5-7 working days. issue: refund not credited. checked reverse pickup,rules-baseline-v2,rules:note
TK-242182,RETURN-QC-OK,return_qc,n/a (rules),Cx says pickup missed. Checked pickup AWB. Ref,rules-baseline-v2,rules:note
TK-242190,DUP-PAYMENT,payment_failure,n/a (rules),1. Double charge 2. conf UTRs 3. rfnd app,rules-baseline-v2,rules:note
TK-242191,LOST-TRANSIT,transit_lost,n/a (rules),IVR transcript] hello ji package not delivered even after 9 days abhi t,rules-baseline-v2,rules:message
TK-242210,CANCEL,customer_cancellation,n/a (rules),issue: ord cancellation | cancelled before dispa,rules-baseline-v2,rules:note
TK-242222,PRICE-ADJ,pricing_coupon,n/a (rules),cx states coupon not applied. chk coupon,rules-baseline-v2,rules:note
TK-242223,DUP-PAYMENT,payment_failure,n/a (rules),"paid via UPI, amount deducted, no order confirmation.",rules-baseline-v2,rules:message
TK-242232,WTY-BUYBACK,connectivity_firmware,n/a (rules),reported: fw update stuck. asked cx to keep,rules-baseline-v2,rules:note
TK-242243,RETURN-QC-OK,return_qc,n/a (rules),Cx reported refund not credited. Checked refund status o,rules-baseline-v2,rules:note
TK-242249,DUP-PAYMENT,payment_failure,high,"paid once, statement disagrees",claude-opus-5,tier2
TK-242251,WTY-BUYBACK,hardware_fault,medium,no power | asked cx to try different adaptor,claude-opus-5,tier2
